,utterance,category
43543,두 세트 구매하면 5개 더 두는 거 안가요 ,행사
43544,8팩 행사 사은품은 2세트 구입 시 2팩 증정입니다 ,행사
43545,티백이랑 벌크랑 섞어서 5개 구매해도 사은품 증정되나요 ,행사
43546,네 섞어서 주문하셔도 사은품 발송됩니다  요즘 직접 농사지은 자두잼으로 출고되는 것으로 알아요 ,행사
43547,2월 19일   2월 25일에 구입했는데 리뷰란에 응모 라는 글을 안 적고 사진 첨부해서 리뷰 올렸는데 그럴 시엔 상품 수령이 안 되는 건가요 ,행사
43548,공지되었던 내용처럼 꼭 응모라고 써주셔야 행사 참여로 구분이 되기 때문에 응모라고 기재해주시지 않는다면 증정 불가합니다 ,행사
43549,제가 지금보다 가 결제하니 12시가 넘어 12시 3분에 결제해서 4월 9일인데요   5개 주문했는데 저도 3키로 오는 거 맞나요 ,행사
43550,네 제목이 그러면 앵콜로 이어지는 중입니다 ,행사
43551,두 세트 주문 요 500 그람더 주시는 거죠 ,행사
43552,안 추가 증정 발송되요 ,행사
43553,옵션4번 6번 주문하면 덤은 어떻게 오나요 ,행사
43554,각각 10퍼센트 더 넣어 보내드려요옵션 선택에 있는 수량으로 보내드려요 ,행사
43555,3박스를 사면 3만원이 안 되는데 사은품 오는 건가요 ,행사
43556,2만원 이상 구매 시 무료 배송  3 박스 이상 구매 시 사은품 증정입니다 ,행사
43557,양조간장 701  맛간장하려 하는데 사진 보니 증정맛간장이 2개인 게 있는데 지금은 한 개만 증정인가요 ,행사
43558,현재 간장단품으로 판매 중이며 구매 고객 전원 조림 볶 음용맛간장 1개 증정인 점 참고 부탁드립니다 ,행사
43559,무조건 3만원 이상이면 1팩 더    무료 배송인가요 ,행사
43560,아니랍니다 어른 죽은 30 000원 이상이시면 무료 배송이랍니다 ,행사
43561,7번요거트 종합세트로 구매해도 브라질너트 사은품으로 오는 건가요 ,행사
43562,요거트 종합세트도 브라질너트 180G 1봉이 사은품으로 증정됩니다 구매하실 때 참고해 주세요 ,행사
43563,10개 주문했는데 두 개 더 주시는 거져 ,행사
43564,네 10  2 해서 12개1KG 6망총 6KG 보내드립니다 ,행사
43565,옵션1번 귀리 5킬로 2포주문했어요 흙미주시는 건가요 ,행사
43566,2세트 구매 시 사은품 증정되는 상품으로 고객님의 주문서 확인 시 귀리 10KG 주문해 주셔야 사은 품 적용되는 점이용에 참고 부탁드립니다 ,행사
43567,사은품컵은 이 제안하시나요 ,행사
43568,문의주 신상품이상 없이 검수 후 신속히 배송 출고하겠습니다 컵 사은품 같은 경우는 아쉽게도 현재는 없습니다 ,행사
43569,토마호크 2사면 시즈닝2 같이 주시나요 ,행사
43570,네 그렇습니다 토마호크 1개 당시즈닝5G 1개 증정입니다 ,행사
43571,사은품 소스 아직 주시는 거죠 ,행사
43572,소스 증정 이벤트는 18일로 종료되었답니다  상품은 오늘 출고되셔서 내일 수령 예정이 시구요 ,행사
43573,5  1 행사 후 추 포함 5가지 주문해도 한봉 더 받을 수 있나요 ,행사
43574,네 가능합니다   한봉 더 받으실 내용은 꼭 배송 메세지에 적어주셔야 해요 ,행사
43575,사은품 상품 구매를 각각 다른 맛으로 3가지를 구입하였는데 3개 구매 시 사은품도 같이 오는 거죠 ,행사
43576,네 맞습니다   주문 확인했으며 가르시니아로 보내드리겠습니다 ,행사
43577,1번드시 모네키즈 2개 세트사도 아이스박스 오나요 ,행사
43578,네 말씀 주신 것처럼 옵션 1번은 드시 모네키즈 블루베리 향 2박스이기 때문에 사은품 아이스박스와 추가 증정 5포까지 함께 발송드립니다 ,행사
43579,치즈떡볶이 1  1 제품 소스는 없는 건가요 ,행사
43580,현재 1  1 행사는 젓가락떡 업그레이드 치즈떡 액상 소스 이렇게 진행되고 있어요 ,행사
43581,전 깔라만시가 별로라 풋 사과 20  자몽 10을 사려고 하는데 그래도 3   포도 3 이벤트 해당되는 거 맞죠 ,행사
43582,맛별로 10팩씩 주문하실 경우에는 같은 맛으로 1팩 추가 증정되며 포도 맛 3팩 사은품 증정은 7번 옵션인 맛별 10팩씩 30팩 옵션으로 구입하실 경우에만 적용되니 구매에 참고 부탁드려요 ,행사
43583,10번 상품 2개사 면 컵주나요 ,행사
43584,어떤 옵션이든 두 세트 주문 시 사은품 다용도 컵 증정해 드리고 있습니다   말씀하신 옵션 10도 물론 해당됩니다 ,행사
43585,오늘 구매해도 3  1인 가요 ,행사
43586,네 맞습니다   오늘 낮 12시 주문 결제 건에 대해서만 3  1로 발송해 드립니다 ,행사
43587,동일 제품에 한하여 2  1이라고 기재돼 있어서 각각 종류 2개씩 주문했는데 왜 가르시니아만 1개 더 왔나요 ,행사
43588,할인가로 제공되는 추가 구성 제품은 2  1 이벤트가 적용되지 않으십니다 ,행사
43589,08  장에 좋은 프리바이오틱스 30포3박스X2 세트 구매하면 사은품 뭐주시나요 ,행사
43590,12종 유산균으로 장 건강을 책임집니다 ,행사
43591,주문할려는데 돌컵 안주는 건가요 ,행사
43592,지금 현재는 사은품 증정 행사가 끝난 상태입니다   보다 알찬 사은품 구성으로 빠른 시일 내에 찾아뵙겠습니다 ,행사
43593,몇 개부터 거치대 받을 수 있나요 ,행사
43594,수량에 상관없이 발송해 드리고 있습니다 ,행사
43595,무릎담요는 1번만주나요 ,행사
43596,네 무릎 담요사은품은 옵션에 기재되어 있는 상품만 증정되는 점 양해 부탁드리겠습니다 ,행사
43597,사은품 한 상품만 주는 거였나요 ,행사
43598,네 사은품은 옵션에 적용되어 있는 상품만 증정되오니 양해 부탁드리겠습니다 ,행사
43599,2번 3  1맞나요 ,행사
43600,넵 반드시 3개 구매 시 1개 증정 드리는 옵션2번을 구매해 주시면 3  1 상품으로 차질 없이 출고 진행해 드릴게요 ,행사
43601,가르시니아 2개 주문했어요 총 3개 배송되는 거 맞죠 ,행사
43602,네 주문 수량 2개로 주문 주셔서 이벤트 적용되어 총 3개 받아 보십니다   다른 문의사항 있으시면 언제든 문의 바랍니다 ,행사
43603,침향환 5개 구매했어요 6개 오는 거 맛나요 ,행사
43604,주문하신 상품은 5  1로 5개 주문 시 동일 상품 6개를 보내드리며 선물용 고급 쇼핑백을 구매 수량과 동일하게 보내드려요 ,행사
43605,2세트 구입하면 사은품 5개 같이 배송되는 건가요 ,행사
43606,주문건 경우 2세트 주문하셔서 사은품 5팩이 증정되는 점 참고 부탁드려요 ,행사
43607,3병사면 1병 더 주시나요 ,행사
43608,현재 3개 구매 시 1개 증정해 드리고 있습니다   총 4개 수량받아 보실 수 있는 점 참고 부탁드립니다 ,행사
43609,2박스에 일반 박스하면 총 16포더 주시는 건 가용 ,행사
43610,네 맞습니다 2박스 구매 시 10포 서비스 그리고 일반 박스 원하시면 50포1 박스당 3포씩 합 16포 서비스드립니다 ,행사
43611,따로 결제해서 2세트 구매했습니다 다음 구매 건으로 사은품 가능한가요 ,행사
43612,주문하신 상품은 잘 챙겨서 보내드리도록 할게요 ,행사
43613,쉐이크 2개 주문을 했는데요 쉐이 커도 2개주 시나요 ,행사
43614,쉐이크 1개 당 쉐이커 1개씩 지급되고 있습니다   2개주문 시 2개 발송됩니다 ,행사
43615,5개 구입하면 사은품 오리준다 하였는데 왠장조림이 왔네요 ,행사
43616,5개 이상 주문 시 사은품은 쇠고기 메추리 알장조림으로 확인되십니다,행사
43617,콜드브루자 사은품 문의 콜드브루 포함 5박스 이상이면 콜드브루1 박스 다른 커피 4박스 주문해도 사은품 받을 수 잇는 건가요 ,행사
43618,문의하신콜드브루자 사은품 행사는 진행하고 있지 않습니다 ,행사
43619,1옵션당 40G 1봉 더 주는 거 아닌가요 ,행사
43620,사은품은 특별 행사 당일 주문 고객 행사 사은품으로 1옵션 당이 아니라 모든 구매 고객에게 1개씩 만 전해드리는 것으로 공지가 올라갔습니다 ,행사
43621,테이크아웃 팩 포함 4박스 주문했는데 아이스텀블러 받을 수 있나요 ,행사
43622,아메리카노테이크아웃 팩은 캡슐 수량에 포함되지 않습니다   이 점 참고 부탁드립니다 ,행사
43623,1번 두 개를 사야 5포 증정이죠 ,행사
43624,문의주신 옵션 선택01번 키즈 블루베리2 박스 상품 코드로 1번 선택하시어 수량 1개 주문하시면 5포 추가 증정됩니다 ,행사
43625,3  1 가능한 거죠 ,행사
43626,평균 1      2일 소요되나 택배 사 물량 상태에 따라 변동될 수 있으며 제품의 할인율 및 이벤트 변동은 본사에 의하여 예고 없이 변동될 수 있는 점 참고 부탁드립니다 ,행사
43627,1병1병씩 주문했는데 2병으로 되니 한 병더주시는 게 아닌가요 ,행사
43628,본 이벤트는 가르시니아 2500MG 2개 주문 시 1개 추가와 녹차 카테킨 640MG 2개 주문 시 1개 추가하여드리는 개별 제품별 이벤트입니다 ,행사
43629,10개 구매 시 두 박스 더오나요 ,행사
43630,5  1 이벤트로 10개 구매 시 2개를 더 보내드립니다   정원삼 5  1 이벤트  5개사면 하나더   넉넉한 마음을 담은 정원삼의 5  1 이벤트 10개 구매 시 2개 15개 주문 시 3개 맞습니다 ,행사
43631,소스 각각 하나씩 주문했는데 이렇게 해도 3  1 행사가 적용되는 거죠 ,행사
43632,네네 적용됩니다 ,행사
43633,1  1이라 해서 갯수 생각하고 다른 종류로 4개 구매했는데 왜 4팩만 온 거죠 ,행사
43634,네 현재 고객님께서 주문해주신 옵션은 1  1 이 적용되지 않는 제품입니다 옵션 앞에 1  1이라고 적혀 있는 제품만 적용되오니 참고 부탁드립니다 ,행사
43635,떡볶이 4개랑 순대 1개 해서 5개 샀는데 이렇게 사면 5  1 해당 안 되는 건가요 ,행사
43636,저희는 5  1 떡볶이 세트 구성만 가능하세요   게시판에 안내하지 못한 점죄송합니다 ,행사
43637,3통 주문 시 가르시니아 사은품 되어 있던데 3통 중 두통만 셰이크를 시키고 한 통을 단백질 가루로 시켜도 사은품으로 가르시니아가 오나요 ,행사
43638,네 그렇게 주문하셔도 가르시니아 받으실 수 있습니다 ,행사
43639,1박스씩 두 번 주문하면 5포 추가 증정되나요 ,행사
43640,동일한 주소로 동일한 시각에 주문하셨을 경우 자동 합포되어 발송되며 현재 곰돌이 츄어블 2박스 구매시 키즈 블루베리 5포 추가 증정됩니다 ,행사
43641,4개 주문 시 사은품 3    5개 주문 시 사은품 4 이런 식인가요 ,행사
43642,2세트 구입 시 사은품 1개 3개 이상 구입 시 사은품은 2개만 출고되요 ,행사
43643,저드시 모네 구매했는데   텀블로 1개만 왔는데요저한 꺼번에 구매한 거 아니고 나눠서 2번 따로 결제했는데 2개와야 하는 거 아닌가요 ,행사
43644,주문 건합배송 주문건으로 문의주신사은품 텀블러 ID    주소지 당 중복 증정 불가한 점 양해 부탁드립니다 ,행사
43645,3번 구매 시에도 디저트 커트러리 세트 사은품을 받을 수 있는 건가요 ,행사
43646,커트러리 사은품이 포함된 상품은 현재 품절 관계로 출고가 어렵습니다   이 점 확인 부탁드립니다 ,행사
43647,1  1이면 두 개가 오는 건가요 ,행사
43648,챕터옵티멈1  졸포덤겔 1개 행사입니다 ,행사
43649,홍삼라떼는 마일리지 이벤트 되나요 ,행사
43650,홍삼제품은 일반 제품으로 발송됩니다 ,행사
43651,소스 포함되나요 ,행사
43652,칠리소스 이벤트는 어제 오전 중으로 마감되셨답니다   다음에 더 좋은 기획전으로 찾아뵐게요 상품은 오늘 출고되셔서 내일 수령 예정이 시구요 ,행사
43653,소스문의 할인 후 가격은 3만원이 안 되는데 이 부분은 소스제 왼 간요 ,행사
43654,네 실 결제금액이 3만원 이상일 경우 소스 증정해드리고 있답니다 ,행사
43655,기본 1  갈릭 1  바베큐 1 이렇게 주문해도 하나 더 주나요 ,행사
43656,네네오리지날 3개 만들어가 있으면 3  1입니다   제품 총 4개 안전하게 배송해 드리겠습니다 ,행사
43657,펭수 코스터 제품도 같이 보내주시는 거죠 ,행사
43658,주문하신 상품과 펭수코스터 재포장 후 함께 배송됩니다   음료 보관은 상온이 보통이지만요즘같이 더운 시기에 베란다는 조금 아닌 듯하지만 25도가 넘지 않는다면 괜찮겠습니다 ,행사
43659,커피 날짜도 넉넉한 걸로 주세요   담번에도 세 개 사면 텀블러 또 주나요 ,행사
43660,사은품 누락 없이 잘 포장해서 출고해 드리겠습니다   다음 구매 시에도 사은품 증정 이벤트 진행 중이라면 사은품 증정됩니다 ,행사
43661,10개 주문했으니 깐 원두 1개 서비스로 주시는 거죠 ,행사
43662,네요청해주신 사항대로 같이 묶어서 금일 출고해 드리겠습니다 ,행사
43663,2개사면총 3병준다는 거죠 ,행사
43664,제품은 2병 주문 시 1병 더 받아보게 되십니다   발송은 지난주 주문 폭주로 인한 물류센터 전산에러로 2회로 나누어 발송될 수 있음을 양해 부탁드립니다 ,행사
43665,상품평 보니까 서비스 받았단 분들 계신데 그분들은 금액 얼마 이상 사 신 분들인지요 ,행사
43666,사은품 이벤트는 5월 말 부로 종료되었습니다 더 나은 이벤트로 찾아뵙겠습니다 ,행사
43667,10개 구매당 1개 더 주시는 건 아니였나요 ,행사
43668,해당 건 확인한 결과 맛있닭 스테이크는 증정 행사에 포함되지 않았으며 맛있닭볼 스팀 소시지를 10팩 주문하셔야 소시지가 1팩 발송되시는 점 참고 부탁드립니다 ,행사
43669,농축액도 3개 구매하면 1개 더 주시나요 ,행사
43670,농축액은 이벤트 상품이 아닙니다 ,행사
43671,한통더 주시는 거 맞죠 ,행사
43672,4병 구매하신 내용 확인되어 증정 제품까지 총 5병 출고해 드리겠습니다 앞으로도 저희 ooo oo 많은 관심과 성원 부탁드리며 행복한 하루 되시길 기원하겠습니다 ,행사
43673,가르시니아 두 개를 사면 하나 더 주나요 ,행사
43674,네 2개 구매하면 1개 더 발송해 드립니다 ,행사
43675,해피믹스14포시 키면 해피믹스14포   쉐이크병은 기본으로 주시고 선택 증정한 거 포함해서 주는 건가요 ,행사
43676,쉐이 크컵은 기본으로 나가는 사은품이 아니다보니 옵션 선택에서 쉐이크 컵 OR1 포 선택 하시면 되십니다 ,행사
43677,추가 증정 1박스는 발효효소 순으로 주시고 3  1 박스 맞죠 ,행사
43678,네 추가 1박스 잊지 않고 배송해 드리겠습니다 ,행사
43679,다른 옵션으로 2개 시켜도 사은품주 시나요 ,행사
43680,네 옵션이 달라도 2개 이상 구매해 주시면 사은품과 함께 보내드려요 ,행사
43681,구매하면 데리야끼 소스 증정 맞나요 ,행사
43682,소스 증정은 하지 않고 잇어요 ,행사
43683,3개 주문시 하나 더 주는 건가요 ,행사
43684,넵 프로바이오틱스 골드 유산균은 단품 가격 12200원으로 판매가 진행되는 상품으로 현재 프로바이오틱스 골드 단품 가격 7800원 행사로 옵션2번 상품은 판매가 진행되지 않고 있으며 옵션1번 상품 단품으로 출고가 진행되어 구매하신 수량만큼 출고가 진행되고 있으니 구매에 참고해 주시 기 바랍니다 ,행사
43685,마스크 100퍼센트 주시나요 ,행사
43686,사은품으로 빨아 쓰는 구리 마스크 100퍼센트 증정해 드리고 있습니다 항상 안전하고 빠른 배송으로 찾아뵙겠습니다 ,행사
43687,아직 3  1맞죠 ,행사
43688,문의주 신 상품 3병 구매 시 4병 받아보실 수 있습니다 ,행사
43689,면 2개 증정 아닌가요 ,행사
43690,500그램 1개 출고됩니다   250그램 2개 해서 변경해서 발송한다고 합니다 ,행사
43691,4  1 적혀 있는 4제품만 4개 구매 시 1개 더 증정되는 건가요 ,행사
43692,네 맞습니다 ,행사
43693,4개 주문하면 총 5개 오는 거 맞나요 ,행사
43694,4개 주문 시 사은품 포함 5개가 맞습니다 ,행사
43695,만두두 개 증정 맞는 거죠 ,행사
43696,4    15 진행되는 행사는 치즈볼 3봉 구매 시 육즙만두 2개 증정됩니다 ,행사
43697,모닝인테소 2  1맞나요 ,행사
43698,4박스 이상 구매 시 사은품이 중글라스컵도 제공되오니 구매 시 참고 부탁드립니다 ,행사
43699,10개 주문했어요 서비스 튀김쥐포 6장 주시는 건가요 ,행사
43700,고객님네 5개당 1봉드려요 잘 챙겨서 5월 1일에 출고해 드릴게요 ,행사
43701,1개 추가로 주는 거 맞죠 ,행사
43702,네 현재 10개 구매 시 1개 추가 증정하고 있습니다 ,행사
43703,빈병 회수 조건병을 찌끄러트려도 괜찮은 건가요 ,행사
43704,저희 빈 병 회수는 주문 시 페트병 회 수요청이라고 기재부 탁드리며 미리 꺼내주시면 배송시 회수를 하고 있습니다 ,행사
43705,1번 주문했어요 그럼 4개 오는 거죠 ,행사
43706,옵션 중 3  1이라고 되어 있는 거주문하시면 3팩 구매  1 팩 추가 증정으로 4팩 발송해드리고 있어요 ,행사
43707,1번 주문 300G   300G 를 2개 구입하면 사은품으로 카피와 콜라겐 C가 오는 건가요 ,행사
43708,문의하신 콜라겐은 600G 2개 구매 시 사은품 커피와 비타민C 함께 받아보실 수 있습니다 ,행사
43709,10개 사면 11개 보내주시는 거죠 ,행사
43710,4      6번으로 구매하셨을 경우 동일 제품 맛 1개 증정되요 ,행사
43711,3병사면 1병 더덤으로 받는 거 적용되나요 ,행사
43712,3병 구매 시 1병 추가 발송되며 현재 출고되는 제품은 22년 7월까지인 점 참고 부탁드립니다 ,행사
43713,비비락 아직 주나요 ,행사
43714,3단 밀폐용기로 증정하여 판매 중입니다 ,행사
43715,화이트골드시키면 노란 머그는 안주나요 ,행사
43716,현재는 화이트골드  벚꽃 머그 이벤트가 종료되어 모카골드에만 소량 남아 이벤트 진행 중입니다 ,행사
43717,1번 5개 구매했어요 총 6박스오는 건가요 ,행사
43718,주문하신 상품은 5  1로 동일 옵션 5개 주문시 총 6개를 보내드리며 선물용 고급 쇼핑백을 구매 수량과 동일하게 보내드려요 ,행사
43719,오늘 주문했습니다   1  1 행사로 한 박스 구매 시 총 2박스 40펫 오는 게 맞는 건가요 ,행사
43720,네 한 박스 20개 들어 있는데 1  1이니까 2박스 40개 보내드려요 ,행사
43721,2  2 상품이면 2개 사면 2개를 더 주는 거 맞나요 ,행사
43722,옵션명에 2  2 적혀 있는 상품에 경우 1옵션 구매 시 4팩 받아보시는 것으로 보이십니다 ,행사
43723,헤어토닉 150ML   여행용 30ML 단품으로 3개 구매했는데 이것 두 사은품으로 헤어토닉 150ML 1개 보내주시는 거 맞죠 ,행사
43724,맞습니다 3개만 구매하시면 하더비누까지 드립니다 ,행사
43725,5  1 행사 중인가요 ,행사
43726,네 지금 5개 구입하시면 1개 더 드립니다 ,행사
43727,재구매 3개 주문했어요   4개 주는 거죠 ,행사
43728,네 최신 생산 제품으로 4봉지 발송해 드리겠습니다 ,행사
43729,2개 구매했습니다 1키로 더 주시는 거 맞져 ,행사
43730,2개 주문하셔서 1키로 더 추가해서 발송하고 있어요   좋은 하루 되세요 ,행사
43731,보이차인가요 ,행사
43732,네 레몬밤을 증정해 드리고 있습니다 ,행사
43733,화이트골드 160T 두 개 사면 머그잔 두개 사은품으로 주시나요 ,행사
43734,해당 제품 현재 증정 행사 종료된 제품입니다 ,행사
43735,12개사면총 14개 오나요 ,행사
43736,넵 맞습니다 ,행사
43737,이게 지금 하나 선택 시 몇 개가 온다는 건가요 ,행사
43738,상품 구성의 경우 고객님께서 선택해주시는 옵션에 따라 상이할 수 있어 정확히 안내가 어렵습니다 ,행사
43739,행사 상품 3팩이랑 미행사 상품 1팩 사도 사은품 1팩 오는 거죠 ,행사
43740,네 맞습니다 ,행사
43741,맥심 화이트시켜도 텀블러 오는 건가요 ,행사
43742,텀블러나 사은품은 옵션에 표기되어 있는 상품만 증정되오니 한번 더 확인 부탁드리겠습니다 ,행사
43743,1번 20입이 1  1이면 총 40개입이 오는 건가요 ,행사
43744,네  1  1 상품은 동일한 상품 두 박스 보내드립니다 ,행사
43745,하나 더 이벤트는 1KG 사면 모든 사람들에게 1KG 더 주신다는 건 가용  아니면 5명에게 만 랜덤 한정이란 말인가요 ,행사
43746,하나 더 이벤트는 발송일을 기준으로 5명을 랜덤 선정하여 200G 을 추가로 보내드리고 있습니다 ,행사
43747,사은품은 주문수량만큼 주시는 건가요 ,행사
43748,네 주문하신 수량만큼 드립니다 ,행사
43749,상품 다른 맛 3개 주문 시 3개 다른 맛으로 주문 시 3개 다 가르시아로 선택 시 가르시아만 3통이 오나요 ,행사
43750,각각 다른 맛으로 선택하셔도 묶음 결제하시면 가르시니아 보내드리며 3통 구매 시 가르시니아 1개 제공해 드립니다 ,행사
43751,2개 주문할 껀데   쉐이크통주나요 ,행사
43752,네쉐이크 통제공 되요 ,행사
43753,커피 160짜리 2개인 2번 주문하면 맥심머그는 1개 오나요 ,행사
43754,고객님께서 문의주신 대로 옵션 2번인 모카골드 160TX 2개   맥심머그를 주문하시면 맥심머그세트 1개가 발송됩니다 ,행사
43755,6팩 채 우려면 떡볶이 만인가요 ,행사
43756,확인할게요 ,행사
43757,다음 주에 아버지 생신이여서 꽃꽃 명작 주문해서 먹으려고 하는데 이벤트에는 어떤 부위가 들어가는 거죠 ,행사
