,utterance,category
15922,저 오늘 발송 송장 떴던데 10박스 중에 9박스는 택배 포장 20개짜리 1박스만 그냥 자체로 온다는 건가요 ,포장
15923,상품 수량 20개입 1박스 주문일 때만 개별로 출고됩니다   200팩으로 수량 1박스 이상으로 당연히 박스 포장됩니다 ,포장
15924,냉동실에 자리가 없어서 그런데 리뉴얼 전 포장으로 보내주실 수 있나요 ,포장
15925,고객님께서 원하시면 당분간 진공포장 제품으로 보내드릴 수 있습니다   배송요구사항에 메모 남겨주시면 진고포장 제품으로 보내드리겠습니다 ,포장
15926,나눠 먹을려고 하는데 5키로를 두 봉지로 나눠 포장 가능한가요 ,포장
15927,5키로 단위 포장이라 나누는 건 힘들 듯해요 ,포장
15928,카네이션 꽃상자는 250ML 와 500ML 공용 사이즈인 건가요 ,포장
15929,금액이 같아서 수제 청사 이즈에 맞게 박스 포장해서 보내드리구 있습니다 ,포장
15930,쇼핑백이 크기 맞춰온다는데 골드 진 같은 경우엔 2S ET 구매하면 두 개 오는 거 맞나오 ,포장
15931,넵넵 맞습니다 선물하실 수 있도록 각 제품에 맞는 사이즈의 전용 페이퍼백을 구매 수량에 맞게 보내드린답니다 ,포장
15932,선물할 껀데쇼핑백 도 혹시 같이 보내주실 수잇으신가요 ,포장
15933,꼼꼼하게 포장 후 출고하도록 할게요 ,포장
15934,3박스씩 포장할 쇼핑백주실 수 있나요 ,포장
15935,자연의 품격 건강한 세상을 위한 아름다운 동행 쇼핑백 2장 동봉하여금 일출고해드리겠습니다 ,포장
15936,선물 포장은 안 되나요 ,포장
15937,네 선물박스가 있습니다만 박스 값이 개당 1 000원 추가됩니다   박스는 저희 녹차돌 김 선물 박스를 보시면 됩니다 ,포장
15938,제품 뒷면 원재료명에 스티커는 왜 계속 붙어 있는 건가요 ,포장
15939,기존 제작된 포장재가 아직 남아 있습니다   그래서 부득이 스티커 처리를 하고 있씁니다 ,포장
15940,주문한 거랑 포장지가 왜 다른 가요 ,포장
15941,내용물은 같은 제품인데요 간혹 포장지가 변경될 때가 있어요 ,포장
15942,저기 쇼핑백 동봉 가능한가요 ,포장
15943,정말 죄송하게도 이미 상품이 출고되어 쇼핑백 동봉이 어렵습니다 ,포장
15944,열흘에 한 번씩은 주문한 거 같은데 17일 주문건에 아로마 밸브가 없는 봉투 더라고요 부풀어서 터지기 기일보직전이였는데 변질됐는지 향도 이상하고 맛도 없었어요 오늘도 주문해야 하는데 이번에 봉투에 이상 없겠죠 ,포장
15945,봉투업체에서 실수로 아로마 밸브가 달리지 않은 봉투가 섞여 들어와서 고객님들께 일부 발송이 되었습니다 ,포장
15946,7번 구매하면 쇼핑백소자 사면 되나요 ,포장
15947,문의주 신제푼은 쇼핑백소에 두 개까지 넣을 수 있어요 ,포장
15948,아래에 지지난주 문합배송와 서 후에 주문은 개별 포장 부탁 들어주신 거감사했다고 이번 대창 3개도 개별 포장부탁드리는 글 남겼는데 왜 제문의 만쏙 빼고 다 답변해주시나요 ,포장
15949,개별 포장 가능해요 ,포장
15950,8일인 방금 도착해서 봤는데 상자 뚜껑은 열려 있고   얼음 하나 없이 그냥 배송되었네요   요즘 같은 날씨라 아이스 포장 아닌 체로 그냥 배송되는 건가요 ,포장
15951,시식용 곶감의 경우 냉매포장 없이 보내드려요 ,포장
15952,진공포장용기로 포장하면 외국에 바로 보낼 수 있는 포장인가요 ,포장
15953,포장은 일반용 기 포장으로 나가고 반찬의 특성상 가능한 것도 있고 안 되는 것도 있습니다 ,포장
15954,뭐하시는 겁니까 ,포장
15955,방금 확인해보니 제품 진공이 풀린 것이 아니라 저희가 막창을 사람이 직접 포장지에 담은 후진공 포장을 하다보니 입구분에 살짝 양념이 묻은 것으로 확인이 됩니다 ,포장
15956,판매자님 선물용으로 보낼 건데 혹시 선물 포장은 따로 존재하지는 않을까요 ,포장
15957,넵 따로 선물 포장은 없으신 점 참고 부탁드리겠습니다 ,포장
15958,포장 가능한가요 ,포장
15959,포장 가능합니다   보내드릴 때 포장 잘해서 보내드리겠습니다 ,포장
15960,먹을려고 뜯어봤더니 터져서 박스 찢어지고 난리네요   이거 어떻게 처리해주시나여 ,포장
15961,제가 오늘 반품 신청해 드릴께요 내일 우체국 택배에서 물건을 가지고 가실거에요 ,포장
15962,선물할 건데 쇼핑백도 없이 선물을 어떻게 하죠 ,포장
15963,해당 상품은 쇼핑백 증정에 대한 안내는 없었습니다 쇼핑백을 제공하는 행사는 한 적이 없습니다 ,포장
15964,선물 포장 선택했는데 박스에 종이가 방도 오나요 ,포장
15965,네 1개입은 종이가방이 포함되어 있지 않고요 2개입은 종이가방도 같이 보내드립니다 ,포장
15966,포장은 바른씨라고 안 써 있네요 ,포장
15967,저희 쪽에서 제조되는 상품은 아니여서 포장지는 변경될 수 있는 점 참고 부탁드립니다 ,포장
15968,비닐이 찢어져서 쌀이 샌채로 왔는데 비닐이 찢어져 있고 박스 안에 쌀이 샌채로 왔는데 괜찮나요 ,포장
15969,쌀이 바로 먹는 것이 아니고 씻어서 밥솥에 짓는 것이기 때문에 박스 안에만 있다면 큰 문제는 아닙니다만 위생적으로 불편하시다면 교환해드리도록 하겠습니다 ,포장
15970,1  5G 씩 개별 포장해서 판매할 계획은 없으신가요 ,포장
15971,포 장 관련 조언해 주셔서 감사합니다   말씀해 주신 것처럼 비용 상승의 문제로 아직은 계획된 바는 없습니다 ,포장
15972,쇼핑백 동봉인가요 ,포장
15973,휴대용은 쇼핑백이동봉되지 않습니다   30포1 박스는 쇼핑백이동봉됩니다 ,포장
15974,택배받았는데 아이스팩이 다 녹아서 왔어요   이거 먹어도 되나요 ,포장
15975,26일 출고 27일 도착이기 때문에 드셔도 괜찮습니다   날씨에 따라 아이스팩이 녹아서 도착하는 경우도 있지만 젓갈이기 때문에 염분기가 있어서 드셔도 됩니다 ,포장
15976,많이 주문하면 드라이 넣어서 녹지 않게 해줍니까 ,포장
15977,기본은 넣어드리고 있습니다   날씨가 더워서 또한 많이 주문 시에는 드라이아이스 구매하시는 것이 좋습니다 ,포장
15978,포장지는 같은데 개봉 입구가 바껴서 불편하네요 왜 바뀐 건가요 ,포장
15979,말씀하신 포장지는 업체 재고 부족 또는 단가 상승 등의 이유로 부득이하게 포장지가 바뀐 점 너그러운 양해 부탁드립니다 ,포장
15980,어떤 놈이 포장하는 지지같이 쥐랄하게 막 담았더라신경 안쓰냐 ,포장
15981,불편을 드려서 죄송힙니다   포장에 좀 더 신경 쓰도록 하겠습니다 ,포장
15982,닭갈 비랑닭발이랑 같이 주문하면 배송 같이 되는 건가요 ,포장
15983,닭갈비와 닭발 상품은 각 산지에서 출고되고 있는 점주문 주실 때 참고해 주시면 감사드리겠습니다 ,포장
15984,포장 불량인가요 ,포장
15985,진공포장된 상품 보내드리고 있으나 택배 배송 과정 중 서로 부딛히며 진공 풀리는 경우 간혹 있으며 냉장 보관 후드시면 괜찮습니다 ,포장
15986,스테이크용으로 2KG 주문했는데 혹시 2      300G 씩 소포장 가능한가요 ,포장
15987,소포장 단위는 500G 만 가능하여 200      300G 의 소포장이 어려운 점 양해 부탁드립니다 ,포장
15988,500G 씩 분할 포장 부탁드릴게요   내일은 받을 수 있죠 ,포장
15989,네 재고확인 후 가능하면 소포장으로 보내드리겠습니다 내일도착합니다 ,포장
15990,날씨 때문에 어쩔 수 없는 건 아는데 드라이아이스 하나 딸랑 넣어주신 건 좀 흔적도 없이 사라져 있음  분명 아이스팩 넣어서 준다고 되어 있는데 어째서 아무것도 없는 거죠 ,포장
15991,아이스팩이 누락되었다면 사진 확인 후 새 상품으로 재발송 처리해드릴 수 있습니다 ,포장
15992,선물 포장용 보자기는 없지요 ,포장
15993,보자기는 따로 구매하셔야 합니다   일시적으로 옵션에 보자기를 넣었습니다 ,포장
15994,2번도 하나 더 샀는데  2번 상품과 4번 상품 모두 선물포장도 다 되어 있는 거죠 ,포장
15995,네 맞습니다 ,포장
15996,아이스팩인지는 완전 텅비어 있고 피자는 찬기운 하나 안 남아 있고 박스는 흐물흐물 이 거재 냉동해서 먹어도 탈 없을까요 ,포장
15997,제품이 녹아서 배송이 된 경우 변질의 우려가 있어 섭취하시지 말 것을 권장 드립니다 ,포장
15998,각각 포장해 주실 수 없나요 ,포장
15999,넵 현재 저희 백두 명작은 명작 시리즈로 특허출원한 만큼 부위별로 포장이 되긴 하나 한 팩씩 따로 포장해 드리진 않습니다 ,포장
16000,상품  박스에 담아오는데 접으면 위에가 손잡이가 생긴다는 거죠 ,포장
16001,30입 박스 상단을 접으면 말 그대로 손잡이가 생기기 때문에 굳이 쇼핑백을 구매하실 필요는 없습니다 ,포장
16002,포토 상품평 보니까 써져 있는 거 같아 소 등급 표시까진 좋은데 가격만 뺄 수 없나요 ,포장
16003,법적으로 필수 표시돼야 할 사항만 표기됩니다  가격은 원래 안적혀 있고 선물로 특화되어 있으니 안심하셔도 좋습니다 ,포장
16004,1번  3개 구매하면 선물상자에 오나요 ,포장
16005,V 해당 딜에 판매 중인 루테인은 단품으로만 판매되고 있으며 3개 구매 시에도 단품으로 3개 받아보시게 됩니다 ,포장
16006,아이스백은 따로 구매해야 하나요 ,포장
16007,상세 페이지에 기재되어 있듯이 아이스팩 기본 1팩이 동봉되며 추가 구매하실 분들은 따로 추가 구매해 주시면 되요 ,포장
16008,쌀눈쌀 10키로 포장은 없나요 ,포장
16009,아직까지는 10KG 포장을 못하고 있습니다 ,포장
16010,포장지가 바뀐 건가요 ,포장
16011,네 고객님이 디야 제품이 리뉴얼되서 바뀌었습니다 추운 날씨에 건강 조심하세요 ,포장
16012,추가 상품에 아이스팩이랑드라이아이스가 있는데요혹시 추가를 안 하면 그냥 박스에 아이스팩 드라이아이스 하나도 없이 그냥 고기만 포장돼서 오는 건가요 ,포장
16013,아닙니다 기본은 넣어서 보내드리고 있습니다 ,포장
16014,제품 받고 비닐을 벗기고 열었는데 밀폐되는 있는 커버지가 떨어져 있었는데 상관없나요 ,포장
16015,먼저 제품 이용 간 불편을 끼쳐드려서 진심으로 죄송하다는 말씀드립니다   배송간의 충격으로 밀폐 커버에 손상으로 간 듯 보이며 BCAA 성분 특성상 원료 자체가 약간 쓴맛이나 향이 있기 때문에 가미를 했어도 맛에 민감하신 분들은 고객님이 문의하신 것과 비슷한 맛을 느끼실 수도 있습니다   고객님께서요청주 실시 바로 새 제품으로 맞교환 배송도와 드릴 수 있도록 하겠습니다 ,포장
16016,10박스 잘 챙겨주시구요 종이가 방도 주시나요 ,포장
16017,최신 제조상품으로 배송해 드릴게요 ,포장
16018,원데이 오리지널 50봉 4개 주문하고 싶은데 쇼핑백 제공되나요 ,포장
16019,쇼핑백은 별도로 제공되지 않으며 따로 구매해 주셔야 합니다 ,포장
16020,원래 그렇게 보내시나요 ,포장
16021,아이스박스에 얼음팩 넣어 포장하여 보내드렸는데 배송 중 파손되어 택배 측에서 재포장하여 보내드린 것 같아요 ,포장
16022,구입해서 외국에 가져가려고 하는데 배송 시 국물 좀 없이 가능한가요 ,포장
16023,죄송하지만 대량 생산으로 불가능할 꺼 같아요 ,포장
16024,방금 선물용으로 구매했는데 좋은 상품으로 포장 깔끔히 부탁드립니다 그리고 선물용은 보자기도 주시는 건가요 ,포장
16025,보자기는 따로 보내드리기 않습니다 그리고 만족도 최고 주왕산 털보네 하늘사과흠과 9      11KG 내외 구매하셨습니다 ,포장
16026,냉명육수 포장사진이 변경된 건가요 ,포장
16027,육수 포장사진은 변경 없이 이 상품으로 발송이 되고 있으며 포장의 부분은 농민식품의 사정에 따라 추후임의로 변경될 수도 있는 부분인 점 참고 부탁드려요 ,포장
16028,메세지 카드 주인공 이름은 받는 분인가요 ,포장
16029,문구 밑에 드림으로 기재되는 성함입니다 ,포장
16030,죄송한데 포장 케이스 블랙으로 될까요 ,포장
16031,주문해주신 상품은 랜덤 발송으로 선택 불가능한 점 양해 부탁드립니다,포장
16032,2개를 추가로 보내주세요 날도 더운데 아이스팩도 안 넣어서 보내주시나요 ,포장
16033,물류팀에서 아이스 포장 시 누락이 있었던 것 같습니다   누락 제품 금일 재 출고해 드리도록 하겠습니다 ,포장
16034,종이가방 있나요 ,포장
16035,ooo입니다   문의하신 상품종이가방동봉되지 않습니다 ,포장
16036,박스 표시문의 여러 가지 골고루 주문할 생각인데 박스에 개별 이름써 있나요 ,포장
16037,네 표시되어 있습니다 ,포장
16038,화애락이 너제틱 선택 1번 구매하고 싶은데 쇼핑백 동봉되나요 ,포장
16039,배송 메세지에 남겨주시면 동봉출고됩니다 ,포장
16040,포장수지스그릴 하나 페퍼콘 하나 이렇게 신청할 경우 포장 상태는 어떻게 해야 하나요 ,포장
16041,문의주 신상품은 4개까지 합 포장으로 발송 가능합니다   다만 포장의 선택이 동일하셔야 하며 다른 경우에는 추가 배송비가 발생될 수 있으니 구매 시 참고 바랍니다 ,포장
16042,제품이 선물박스에 담겨 오는 건가요 ,포장
16043,선물세트만 선물박스에 담겨 배송됩니다 그 외 제품은 한 박스에 한꺼번에 담겨 배송됩니다 ,포장
16044,아이스팩을 별도로 구매해야 하나요 ,포장
16045,기본적으로 1개 정도는 포함하여 보내드리고 있어요 ,포장
16046,설 선물로 할아버지 드리려고 하는데 선물 포장해주시나요 ,포장
16047,쇼핑백은 따로 없고 저희 투명 비닐봉지 있는 것같이 넣어 드리겠습니다 배송요청란에 적어주시면 해드리겠습니다 ,포장
16048,선물할 껀데 혹시 박스에 금액이 표시되어 있나여 ,포장
16049,박스에는 금액이 표시되지 않습니다 ,포장
16050,1번 쇼핑백 동봉되나요 ,포장
16051,주문하신 제품의 수량에 맞추어 종이 쇼핑백도 함께 보내드리고 있으니 참고해 주세요 ,포장
16052,그 큰 아이스박스에 아이스팩 딸랑 하나 넣어서 보내 심 어째요 ,포장
16053,계절에 따른 온도가 달라 아이스팩이 제공되는 갯수 차이가 있어요 ,포장
16054,당연히 포장도 해주시죠 ,포장
16055,네 알겠습니다 편지 써서 보내드릴께요 ,포장
16056,벨케이스박스와 포장백이 같이 오나요 ,포장
16057,넵 둘 다 나갑니다 ,포장
16058,오는 사이에 상하거나 그러진 않을까요 ,포장
16059,출고되어 현재 예천에 배송 중으로 확인됩니다 ,포장
16060,다크가 바꼈나요 ,포장
16061,다 크는 토스타 토인텐소로 변경되었습니다 ,포장
16062,선물용으로 구매하고 싶은데요 포장은 따로 안 되나요 ,포장
16063,쇼핑백은 따로 없지만 선물하신다면 꿀박스에 담아 배송해 드릴게요 ,포장
16064,미니바크비닐 포장지는 따로 없나요 ,포장
16065,138 미니바크 케이스 세트에 비닐이 포함되어 있는데 현재 제품이 품절되었습니다 ,포장
16066,개별 포장 중 2개가 밀봉이 안 되고 커버가 뜯어져 온 게 있었어요   먹었는데 가운데 부분 서 약간 신맛이나요상한 건가요 ,포장
16067,드라이아이스가 기화하면서 팽창에 의해서 뚜껑이 간혹 벗겨지기도 합니다 ,포장
16068,박스도 에어캡 하나 없이 상품만 덩그러니 보내주면서 내구성 떨어지는 이런 뚜껑에 다가 이중 포장 처리도 없이 이따구로 보내주면 어쩌자는 겁니까 ,포장
16069,우선 파손되어 죄송합니다 저희도 이런 경루가 처음이라 당황스러워요 ,포장
16070,포장 선물하려고 하는데 어느 것을 주문하든지 박스가 하나씩 오나요 ,포장
16071,저희 더치커피를 주문하시면 선물상자는 따로 없으며 추가 구성에서 구매를 하셔야만 선물상자가 출고되신 답니다 ,포장
16072,옵션4번 바닐라 라떼 2세트 주문할라하는데 상자 안에 한 번 더 담아져서 배송되나 여  아니면 그냥 옆으로 테이프만 둘러져서 오나 여 ,포장
16073,문의주신 옵션 4번 2세트 주문 시 박스에 한 번 더 포장되어 출고되고 있습니다 ,포장
16074,비타500 100병을 주문하려고 합니다 10병 단워로 박스 포장해서 받고 싶은데 가능한가요 ,포장
16075,10병 소포장 상품입니다 ,포장
16076,24개랑 40개 아이스박스 크기가 같은가요 ,포장
16077,네박스 크기는 동일하세요 ,포장
16078,보자기 선물포장해서 보내주시나요 ,포장
16079,선물용 상품을 구매하셔야 포장해서 보내드립니다 ,포장
16080,포장박스의 가로세로 사이즈가 어떻게 되는지 알 수 있을까요 ,포장
16081,기본 포장 박스 가로 44  5CMX 세로 34  5CMX 높이 14CM 고급 선물 박스 가로 47  7CMX 세로 37  8CMX 높이 15  4CM 정도입니다 ,포장
16082,문의 글에 보니 같은 내용이 많은데 이거 상습이라고 생각해도 되나요 ,포장
16083,7    30      8    3일 주문상품 중 포장간 수량 착오가 있었습니다   오늘 중으로 재발송드리겠습니다 ,포장
16084,선물세트로 포장되어 오나요 ,포장
16085,별도 포장 없이 본품만 배송됩니다   유통기한은 2021년 10월 이후 제품으로 배송되오니 참고 부탁드리겠습니다 ,포장
16086,택배 테이프 누가 붙입니까 장난질로테이프를 바르나 진짜 고대로 들고 가서 함 뜯어보라고 하고 싶어지네박스 2개를 테이프 몇 겹을 수십 차례 붙였는지가 위로 자르면서 날씨도 더운데 땀존  나게 흘렸네 아니테이프만 존  나게 바르면 안전해 지나 ,포장
16087,배송 중에 분실 우려 때문에 테이프 여러 번 해요 ,포장
16088,요거트는 괜찮을까요 ,포장
16089,아이스팩이 친환경을 생각한 종이 아이스팩이다보니 간혹 이렇게 배송 중 터지는 경우가 있습니다 ,포장
16090,선택 2번 쇼핑백 2개 주 실수 잇나요 ,포장
16091,구성 변경 추가는 따로 불가능하세요 ,포장
16092,세트 매뉴는 선물박스 포함인가요 ,포장
16093,선물 박스는 별도 구매하셔야 됩니다 선물박스 선택 안하시고 세트만 구매하시면 일반 박스에 넣어 보내드립니다 ,포장
16094,포장되어 있는 상품이죠 ,포장
16095,예진공포장되어 있습니다   부속물에 따로 양 조절은 불가합니다 ,포장
16096,찹쌀떡 하나인 절미 12개짜리 하나시켰는데 왜인절미 6개에 반은 찹쌀 떡있는 구성이 왔나요 ,포장
16097,포장 과정에서 반반 섞인 제품으로 포장이 된 것 같아요 ,포장
16098,선물할 건데 쇼핑백도 주나요 ,포장
16099,네  제품 당 하나씩 쇼핑백 동봉출고됩니다 ,포장
16100,선물용인데요 쇼핑백이 포함 안 된다고 써 있던데 그럼 상자만 오나요 ,포장
16101,4월 1일부터 정부 정책으로 인해 쇼핑백 제공이 가능하지 않은 점 양해 부탁드립니다 ,포장
16102,명란젓이 뚜껑이 열린 채로 왔는데요 너무 배고파서 그냥 먹긴 했는데 좀 찝찝해서요 아이스팩에 감싸져 있었으니 변질의 우려는 없나요 ,포장
16103,배송 중에 문제가 있어 고객님께 불편을 드린 점 죄송합니다   아이스팩이 터지지 않았으면 크게 문제가 없을 듯 하나 드시기에 찝찝하시면 드시지 않는 게 나을 듯합니다 ,포장
16104,아이스박스 아이스팩 따로 구매해야 하나요 ,포장
16105,아귀쥐포 상품의 경우 별도 아이스박스 포장 없이 일반 택배 박스에 포장하여 보내드릴 고 있어요 ,포장
16106,혹시 선물 포장 가능한가요 ,포장
16107,상품의 특성상 선물포장은 불가해요 ,포장
16108,쇼핑백 혹은 선물 포장 가능할까요 ,포장
16109,죄송하지만 선물포장은 불가하며 쇼핑백은 주문 시 문의글을 남겨주시면 동봉 가능합니다 ,포장
16110,드라이아이스 선택 안 하면 아이스팩도 안 넣어주는 건가요 ,포장
16111,기본으로 아이스팩 2개 넣어드리구요드라이아이스는 추가로 원하시는 분구매사항입니다 ,포장
16112,선물용으로 구매하고픈 데 병은 포장박스가 없을까요 ,포장
16113,병은 포장박스로 나가지 않으며 깨지지 않게 에어캡으로 나가고 있습니다   답변이 도움이 되셨길 바라며 기타 궁금하신 사항은 언제든지 문의주시기 바랍니다 ,포장
16114,살치갈비 토시 부채살 종류별로 시켜볼 생각인데요 포장마다 고기 부위 이름 써서 배달해 주실 수 있나요 ,포장
16115,걱정 안하셔도 될 것 같습니다 ,포장
16116,500G 씩 포장해주시구요 그럼 총몆 덩어리가 오나요 ,포장
16117,2덩어리 정도요 ,포장
16118,문의 추석 때 선물하려고 하는데요 쇼핑백도 같이 보내주시나요 ,포장
16119,쇼핑백은 포함되어 있지 않습니다 앞으로 추가로 준비해보겠습니다 ,포장
16120,포장박스에 아이스팩 기본으로 들어가는 거 하나도 없는 건가요 ,포장
16121,아이스팩은 두 개 기본으로 해서 들어갑니다고객님들께서는 퇴근이 늦으셔서 택배 수령 시간이 늦어지는 경우 아이스팩은 추가로 결제를 하고 계십니다 ,포장
16122,왜 박스명이 다른 거죠 ,포장
16123,박스는 박스 공장의 현지 사정에 따라 다소 변동될 수가 있습니다   양해 바랍니다 ,포장
16124,포장지구멍은 왜 나 있는 거죠 ,포장
16125,포장지회사에서 포장지를 생산할 때 2      3개 정도 쌀이 숨쉬는 구멍을 내어서 만듭니다 ,포장
16126,아이스팩 넉넉히요청했는데 왜 하나만 온건가요 ,포장
16127,배송포장이 많이 몰리며 많이 신경을 못 썼네요   다음부터는 좀 더 신경 써서 보내드리도록 하겠습니다 ,포장
16128,완전 얼은 걸로 보내신 것 맞습니까 ,포장
16129,배송 특성상 기후나 배송시간에 의해 녹아서 도착할 수 있습니다   이 점 양해해 주시기 바랍니다 ,포장
16130,선물하려고 하는데 사진에 있는 선물 포장용기도 포함인가요 ,포장
16131,선물 포장은 추가 옵션에서 하셔야 합니다 ,포장
16132,저번에 주문해 먹었는데요 재주문할려고 하는데 포장이 바뀌었나요 ,포장
16133,해당 제품은 상시 제조상품으로 포장지가 약간씩 차이가 있을 수 있으나 내용물은 동일하므로 안심하고 드셔도 되는 점 참고 부탁드립니다 ,포장
16134,방금 받았는데 박스가 젖어서 찢어지고 안에 쌀 포장도 젖었는데 어떻게 해야 할까요 ,포장
16135,상태 확인용으로 개봉하셔도 교환 가능합니다   개봉하셔서 상태 확인하신 후 이상이 있으시면 다시 한번 문의 남겨주세요 ,포장
16136,아니 90개를 그냥 박스에 다 넣음어떡 하나요 ,포장
16137,보완을 하도록 할게요   그럼 편안한 하루 보내시길 바랍니다 ,포장
16138,비닐 포장 후 아이스박스에 집어 던지 시나요 ,포장
16139,맛뿐만 아니라 포장에도 더 많이 신경 쓰겠습니다 ,포장
16140,수지스 닭가슴살 2키로를 주문하고 싶은데 옵션1에는 아이스박스 추가 옵션2에는 일반 배송해도 되나요 ,포장
16141,아이스박스 옵션은 하나만 선택해주시면 됩니다 ,포장
16142,방금 받았는데 예전엔 아이스팩이 들어 있었는데 오늘은 샐러드만 덩그러니 있는데 여름철에만 아이스팩 포장해서 발송하나요 ,포장
16143,제품 관련하여 문의주셨는데요 날씨가 추워지는 동절기에는 아이스팩을 동봉하지 않고 있습니다 ,포장
16144,아이스박스 안해도 되겠죠 ,포장
16145,오늘 발송합니다 오늘 두 즐거운 하루 되세요 ,포장
16146,방금 주문했어요 선물용인데 가격 노출 안 되게 배송되겠지요 ,포장
16147,기본 송장상이나 내용물엔 가격이 표시되어 있지 않습니다 ,포장
16148,500그램씩 나누어 포장될까요 ,포장
16149,현재 1KG 으로 제조 판매되고 있으며 1KG 기준 두 덩이나 두덩이에 짜투리가 붙어 나가고 있어요 ,포장
16150,쇼핑백같이 넣어주시나요 ,포장
16151,확인해보겠습니다 ,포장
16152,리뷰에 보니 아이스팩 없이 포장이 되어 잇다 하던데 폭염 같은 이날씨에 아이스팩 없이 발송되진 않는 거죠 ,포장
16153,주문하신 제품 아이스팩 동봉하여 출고하고 있어요 ,포장
16154,700그램이면 몇 번 먹을 수 있는 양인가요 ,포장
16155,한번 섭취량이 25G 이어서 28번 정도 드실 수 있어요 ,포장
16156,선물용 쇼핑백 별 도 구매 가능한가요 ,포장
16157,현재는 준비되어 있지 않습니다 ,포장
16158,1구는 포장 상자 따로 선택 불가인 가요 ,포장
16159,기본 사항입니다 필요 수량 주문하면 1구 박스에 포장해 드립니다 ,포장
16160,아이스팩은 기본 몇 개 들어가는 지도요 그리고 정육 덩어리 상태 그대로 오는 건가요 ,포장
