,utterance,category
221505,안타깝게도 운송장이 확인되는 상태에선 상품 옵션 변경 또는 취소 불가한 점 양해 말씀 드립니다 ,결제
221506,아직도 배송이 시작도 안 됐는데 주문 취소할 수 없다 니 너무 한 거 아닌가요 ,결제
221507,주문건 확인하여 완료처리하였습니다 ,결제
221508,취소 언제 되나요 ,결제
221509,오늘 일괄 취소 처리해드리겠습니다 ,결제
221510,배송이 너무 늦어서 취소 신청했는데 다음날 또 배송이 왔네요 그래서 그냥 먹을 게요 취소 신청 취소 가능한가요 ,결제
221511,해당 주문건 취소요청 주 신 내역이 없습니다 ,결제
221512,주문 후 취소 처리바로 부탁드렸는데 왜 안 해주시나요 ,결제
221513,오전 9시 이후 취소 불가로 발송 확인이 됩니다   원활한 업무를 위하여 취소 시간이 정해져 있는 것이니 양해 부탁드립니다 ,결제
221514,어제 취소했는데 왜 아직 취소를 안 해주시나요 ,결제
221515,취소 처리 완료해드렸습니다 ,결제
221516,취소 신청 주말에 했다 해도 오늘 바로 확인 가능했을 텐데 안 해주고 놔누는 건 발송하고 나몰라라 하려는 건 아니겠지요 ,결제
221517,요청사항 접수되었습니다   더욱 편리하고 신뢰 있는 서비스로 찾아뵙겠습니다 ,결제
221518,주문 후 다음날 배송 중으로 확인되더니 3일째 왜 무엇 때문에 반품 취소가 되었을까요 ,결제
221519,김제시가 1월 1일부터 대리점이 없어져서 배송 불가 지역입니다 ,결제
221520,취소되는 건가요 ,결제
221521,취소 처리 진행해 드렸습니다 ,결제
221522,취소요청했는데 취소 진행이 안 됩니까 ,결제
221523,현재 취소 처리되신 걸로 나오세요 ,결제
221524,저 바로 아래 글 남겼는데 아직 판매자 취소 처리 확인 중이라고 뜨는데요 취소 처리가 된 건가요 ,결제
221525,해당 부분 취소 건에 대하여 오후에 일괄적으로 취소 진행하오니 조금만 시간 양해 부탁드립니다 ,결제
221526,장난하시나요 ,결제
221527,먼저 주문이 접수가 되면 물류센터에서 운송장을 출력하여 상품포장 준비 단계에 들어가기 때문에 취소요청이 거부 처리되고 있습니다 ,결제
221528,상품 준비 중인데 왜 취소가 안 되나요 ,결제
221529,상품이 배송 중이라 취소가 불가해요 ,결제
221530,주문 취소요청은 지난 주말에 했는데 월요일 오늘 발송하고는 이미 배송 시작했다고 취소요청 거부하는 건 무슨 경운가요 ,결제
221531,죄송하게도 금요일 물류센터로 주문 발송된 건들은 주말 동안 물류센터에서 송장 등록되는 시스템으로 주말은 판매자영업일이 아닌 관계로 취소 처리가 불가합니다 ,결제
221532,아직 발송 전이면 취소 가능할까요 ,결제
221533,취소하셨네요 마감 이후에 주문하셔서 발송이 안 됐네요 ,결제
221534,배송 지연으로 상품 취소했는데 결재를 무통장 입금했습니다 취소 입금은 언제 되나요 ,결제
221535,무통장 입금의 경우 영업일 기준 1      2일 소요됩니다 ,결제
221536,배송 준비 중이었고 오전이어서 주문 취소요청한 건데 응대도 없이 취소 거부 하나요 ,결제
221537,명절 연휴 주문량이 많아 순차 발송되고 있으셔서 상품이 이 11일 CS부서 출근 전 물류센터에서 오전 일찍 출고되어 발송처리하엿습니다 ,결제
221538,취소 요청햇는데 어떻게 됐나요 ,결제
221539,정말 죄송하지만 고객님께서 어떤 건에 대해서 문의를 주시는 지 파악하기가 어렵습니다 ,결제
221540,취소해주세 요배송 이틀 전에 취소 요청했는데 그동안 안보내다가 무시하고 보내고 취소 거절하면 되는 건가요 ,결제
221541,해당 건환불 접수 부탁드려요 ,결제
221542,왜 여기만 취소가 바로 안 되고 취소 신청으로 되는 건가요 ,결제
221543,주문 건은 특별 행사 주문 접수건 증가로 인해 시스템 반영시간이 지연되었습니다 ,결제
221544,주문 취소 가능한가요 ,결제
221545,취소 처리할게요 ,결제
221546,배송 등록이 완료되서 취소가 안 된다 하셨는데 그럼 감을 포장 완료하고 배송 등록을 하셧단 건가요 ,결제
221547,저희도 고객님이 원하시면 가능한 취소해 드리고 있어요   상품은 금일 포장 마감되어 지금 출고되고 있어요 ,결제
221548,화요일 오전에 신청건인데 한마디안 내도 없이 이렇게 취소 문자 하나 보내면 끝인가요 ,결제
221549,지금은 물량 수급이 제대로 되지를 않는 불가피한 상황인지라 고객님의 넓으신 마음으로 양해 부탁드립니다 ,결제
221550,배송도 일주일째 안 오고 전화연락도 안 되고 취소도 안 해주나요 ,결제
221551,상품 출고된 것으로 확인되 온데 상품 수령원치 않으실 경우 반품 접수 부탁드립니다 ,결제
221552,취소가 안 된단 말인가요 ,결제
221553,번거로 우시겠지만 반품 접수해주시면 빠른 처리도와 드리겠습니다 ,결제
221554,취소 처리도 안 해주면 어쩌자는 건지 ,결제
221555,늦은 배송으로 인해 불편을 겪으신 것정중히 사과드립니다   미리 공지를 올리지 못해 기분이 상하신 것 또한 사과드립니다 ,결제
221556,아니 배송 중이라고 해놓고 문자 달랑 와서는 취소라니요 ,결제
221557,현재 코로나 바이러스 사태로 인하여 식품의 생산 및 공급에 문제가 있어서 출고 지연될 수 있는 점 양해 부탁드릴게요 ,결제
221558,판매자께서 취소요청하시면 바로 취소될 것입니다 라고 하셨지요 ,결제
221559,정말로 죄송한 마음입니다   혼자서 모든 일을 처리하다보니 죄송합니다 ,결제
221560,전화 왜 안 받아요 ,결제
221561,취소 접수는 결재 완료 상태에서 해주신 부분만 처리 가능하신 부분이라 처리가 불가하신 경우는 발송처리되십니다 ,결제
221562,그냥 일방적인 취소가 어딨나요 ,결제
221563,농가에서 상품의 입고가 어렵게 되어 부득이하게 취소 처리했어요 ,결제
221564,왜 사전에 연락도 없이 판매자가 구매 취소 하나요 ,결제
221565,4개 이상 구매 시 사은품을 증정해 드리고 있는데 1개 구매하신 분이 사은품을 선택해주셔서 취소하다가 같이 취소되었네요 ,결제
221566,혹시 1월 31일 날 주문한 거배 송전이면 주문 취소 안 되나요 ,결제
221567,저희가 당일 발송을 원칙으로 하고 있어 독일 센터에서 출고되었습니다 ,결제
221568,왜 취소시키세요 ,결제
221569,확인해볼게요 ,결제
221570,자동주문 취소 되었는데 이제 제품 구매가 불가능한 것인가요 ,결제
221571,해당 상품은 일시 품절로 구매대행을 해드릴 수가 없어 부득히 하게 취소를 하게 되었습니다 ,결제
221572,취소를 한 적이 없는데요 ,결제
221573,주문 후 본사에서 품절로 전달받아 주문 취소 처리되었습니다 ,결제
221574,아 그럼 지금 옵션 추가할려면 그 전에 결제했던 거취소하고 다시 구매해야 하나요 ,결제
221575,네 취소 재구매하셔도 됩니다 ,결제
221576,물다 마셔가 서시킨 건데 미리 취소시키던지요 뭐 하자는 거죠 ,결제
221577,배송 불가지역은 취소된다고 써잇어 요상품 설명 잘 읽어보세요 ,결제
221578,조기 매진으로 취소 처리해준다고 문자가 왔는데 왜 배송 중이 뜨나요 ,결제
221579,택배사와 연계되는 시스템이 라 상품 출고 전택배사로 먼저 입력됩니다   여러모로 죄송합니다 ,결제
221580,아직 구매 가능한데 왜 재고 부족으로 취소하죠 ,결제
221581,상황이 상황인지라 무기한 기다리게 해드릴 수 없기 때문이니 양해 부탁드립니다 ,결제
221582,23일 재주문하고 다시 취소한 건  바로 취소 왜 안 해주시나요 ,결제
221583,반품 신청해주시면 확인 후 처리해드리겠습니다 ,결제
221584,왜 취소가 된 건가요 ,결제
221585,해당 주문 건 고객님께서 직접 취소 처리해 주신 것으로 확인되오니 참고 부탁드립니다 ,결제
221586,사장님 16일 백두대작 3셋트주 문 후 16일 1셋 트는 취소 후 16일 바로 천하대 작고급으로 주문했는데 이런 3일 후 새벽 2시에 천하대작 1셋트 강제 취소하면 어쩌라는 겁니까 ,결제
221587,배송 드리지 못해 죄송합니다 ,결제
221588,혹시 취소 가능한가요 ,결제
221589,취소 접수해주세요 ,결제
221590,구매하고 보니 oo 배송이네요 oo 파업으로 배송이 안 되던데 주문 취소 안 해도 되나요 ,결제
221591,네 주문하신 상품은 내일 출고 예정이며 정상배송되요   혹시나 배송 지연으로 수령하신 상품에 문제 있으신 경우는 ooo검색란에 oo oo으로 문의주시면 확인 후 도움 드릴게요 ,결제
221592,어제부터 취소 요구했는데 오늘 보냈으니 안 된다 ,결제
221593,상품이 출고 전이면 당사에서도 취소 진행을 바로 해드려요 ,결제
221594,취소한 적이 없는데 왜 취소가 된 건가요 ,결제
221595,확인해볼게요 ,결제
221596,배송이 안 되네요 취소 가능한가요 ,결제
221597,많이 기다리셨는데 죄송합니다   상품 정상 발송 후 곤지암 허브에서 분실된 듯합니다 ,결제
221598,전화도 안 되고 곧 있으면 카드 결제일인데 그 전까진 취소가 돼야 하지 않겠습니까 ,결제
221599,답글이 늦었네요   환불 승인되셨습니다 ,결제
221600,재고 확인 중이라고 떠서 취소했는데 취소 거부라니요 ,결제
221601,3월 4일 배송 완료 확인되십니다 ,결제
221602,2월 23일에 시켰는데 이제 와서 지연이라 취소해라구요 ,결제
221603,코로나 19로 주문량과 문의량이 폭주하여 처리가 늦어지게 되었습니다 ,결제
221604,왜 취소 신청도 안 했는데 취소하시는 거죠 ,결제
221605,수량 1개 구매 시 자동 취소되는 점 참고 부탁드려요 ,결제
221606,토요일엔 집에 아무도 없는데 큰 일이네요혹시 아직 안 보내셨으면 취소할 수 있을까요 ,결제
221607,에고 택배사에서 누락이 된 것 같습니다 오늘 발송되면 내일 받으시니 일단 취소하겠습니다 ,결제
221608,쿠폰 다시 적용할려고 주문하고 5분 만에 취소했는데 즉시 취소가 안 되네요 ,결제
221609,지금요   오늘도 ooo 건강과 함께 건강한 하루 되시길 바랍니다 ,결제
221610,13일 날 주문했는데 12일 날 출고되서 13일 날 배송 완료라고 취소가 안 된다거요 ,결제
221611,주문건 현재 금일자로 출고 예정이 오며 송장 출력 후 포장 단계에 있습니다   송장번호 기입 오류로 금일 출고될 예정이오니 참고 부탁드리겠습니다 ,결제
221612,2일 전에 취소했는데 왜 처리가 안 되죠 ,결제
221613,네고겍님  취소 완료도와 드렸습니다 ,결제
221614,새벽에 주문하고 방금 취소 신청했는데 배송 준비 중이던 게 갑자기 배송 중 뜨면서 취소 거부가 되버리네요 ,결제
221615,주문하신 상품은 금일 출고 작업 진행되어 취소 거부 진행된 것으로 확인됩니다 ,결제
221616,아침에 취소 신청했는데 아직 왜 취소 완료를 안 해주세요 ,결제
221617,문의하신 주문은 주문 취소 완료되었습니다 ,결제
221618,취소 부탁드립니다 아까 점심 때 구매해서 아직 배송전이니 취소 가능한 거죠 ,결제
221619,네 해당건 취소 가능하여 출고 중지 처리 및 취소 완료처리도와 드렸습니다   환불은 고객님의 결제방법에 따라 최대 5일 이내 진행되오니 이 점 양해 부탁드리겠습니다 ,결제
221620,빨리 취소해주세요 아침 일찍 취소했는데   왜 아직도 처리 안 해주나요 ,결제
221621,먼저 취소요청건 급증하여 처리가 지연되고 있는 점죄송합니다   현재 담당자 확인 후 순차적으로 진행 중에 있으며 빠르게 처리될 수 있도록 노력하겠습니다 ,결제
221622,19일 도착한다 해서 취소하고 싶은데 왜 취소가 안 되는지요 ,결제
221623,9일 이 빨간 날이라 월요일 발송되요 ,결제
221624,16일에 결제한 건 언제 취소되나요 ,결제
221625,이미 출고되어 요청사항 처리 불가능해요 ,결제
221626,취소 반환금은 언제 입금되나요 ,결제
221627,결제 문의는 고객센터로 부탁드립니다 ,결제
221628,오배송돼서 반품했는데 카드 취소는 언제 되나요 ,결제
221629,확인 후 빠른 처리해드리 감사합니다 ,결제
221630,왜 취소된 건가요 ,결제
221631,죄송하지만 취소된 주문번호로 문의로 확인 가능해요 ,결제
221632,13일 도착 예정이라 너무 늦어 취소하고 싶어요   어떻게 진행하면 되나요 ,결제
221633,취소 완료되었습니다 ,결제
221634,저는 금요일 날 주문 취소했는데 왜 주문 취소가 거부됐죠 ,결제
221635,해당 주문건 정상적으로 환불 처리 진행되었습니다 ,결제
221636,오늘 도착인데 출발도 안 했네요   오늘 출발 안 되면 취소 가능하죠 ,결제
221637,지정 발송일을 10일로 해주시면 10일 발송되어 내일 받아보시는 상품이며 현재 발주되어 택배사에서 운송장 등록되면 배송조회가 가능하십니다 ,결제
221638,취소 신청이 안 돼는데요 ,결제
221639,반품으로 올려주시면 되는데 대리점이 없는 불가지역으로 저희 쪽에서 반품 취소 승인 처리하도록 할게요 ,결제
221640,23일 오전에 주문하고 23일 오후 4시 반에 주문 취소했는데 취소된 건가요 ,결제
221641,주문하신 제품 출고 여부 확인 후 출고 전인 경우 바로 취소 처리하겠습니다   혹이 미출고되었을 경우 주문 취소는 어려운 점 양해 부탁드립니다 ,결제
221642,아무 말 두 없이 급취소가 되어서 요 혹 시 상품이 품절이 된 건가요 ,결제
221643,상단 상세 페이지에 기재되었듯이 수량 1개 구매 시 자동 취소되는 점 양해 부탁드려요 ,결제
221644,왜 마음대로 취소가 되죠 ,결제
221645,주문하신 상품 부득이하게 장기결품 결정되어 출고를 확답 드릴 수 없어 취소로 도움 드리게 되었습니다 ,결제
221646,아니제가 상품을 제대로 확인 않고 멤버십 할인 받으려고 급하게 어제 밤 11시 45분쯤 주문을 했고 아침 9시가 조금 넘어 확인했다가 중국산 고춧가루 보고 프리미엄으로 주문하려고 했는데 취소 거부시라구요 ,결제
221647,저희가 오전 7시 주문건까지 정리하여밖에서 작업을 하다보니다일 취소는 불가능합니다 ,결제
221648,주문 취소하고 싶어서 요 가능하겠죠 ,결제
221649,문의 게시판에서는 취소가 어렵습니다 사이트로 취소 요청해주시면 확인 후 미발송 건에 대해서 승인할게요 ,결제
221650,배송해 당 지역인 것 같은데 취소 요청 문자가 왔네요 취소해야 하나요 ,결제
221651,주문번호로 문의 부탁드려요 ,결제
221652,왜 취소가 되는 건가요 ,결제
221653,1세트 구매 시 자동 취소됨을 안 내드려요 ,결제
221654,혹시 지금 취소되나요 ,결제
221655,현재 취소가 어려우십니다 외관 검수 선별하여 출고할게요 ,결제
221656,취소한 적이 없는데 왜 취소인가요 ,결제
221657,오곡코코볼 570G 상품 품절되어 취소하게 되었습니다 ,결제
221658,왜 자동으로 주문 취소 접수가 된 거죠 ,결제
221659,해당 제품 상세 페이지에 안내되었듯이 수량 1개 주문 시 부득이하게 자동 취소되는 점 참고 부탁드려요 ,결제
221660,배달 불가 지역이라고 하는데 반품을 어떻게 신청해야 되나요 ,결제
221661,배송대리점이 없는 배송 불가지역은 출고 이후 취소 처리가 되고 있어요 ,결제
221662,배송 준비 중단계에서 취서 가능한가요 ,결제
221663,상품 어제 실 발송되어 금일 수령하실 예정으로 취소가 어렵습니다 ,결제
221664,구매 취소 문자가 와서 취소했는데 취소 거부라니요 ,결제
221665,더욱더 좋은 모습으로 찾아뵙도록 하겠습니다 ,결제
221666,취소해주세요   제가 반품 버튼누르면 됩니까 ,결제
221667,먼저 배송이 늦어져 죄송합니다   현재 정상 출고되었으나 택배 사측 추석 물량 폭등으로 인해 배송이 지연되고 있습니다 ,결제
221668,여기 지역엔 배달이 안 된다고 취소 신청하라고 하는데 취소 신청이 안 뜨는 데 어떠새야되죠 ,결제
221669,반품에 올려주시면 승인 처리해드릴게요 ,결제
221670,갑자기 왜 취소가 되나여  오늘 상품 도착이라고 했는데   아무 연락 없이 취소는 뭔가요 ,결제
221671,예상보다 더 많은 분들이 찾아주셔서 여유 있게 준비를 했는데도 너무 빠르게 소진이 되어버렸습니다 ,결제
221672,자동 취소 처리되어 있는데 뭐죠 ,결제
221673,현재 환불 처리는 승인 완료 후 영업일 기준 2      4일 소요되요 ,결제
221674,주문 취소 가능할까요 ,결제
221675,네 주문 취소로 해드렸습니다 ,결제
221676,내내 있다가 좀 전 5시쯤에 취소요청을 누르자마자 취소 거부하고 발송 처리를 하시나요 ,결제
221677,상품 오전에 이미 출고되어 취소 처리가 불가한 점 양해 부탁드립니다 ,결제
221678,오예스 품절 환불 처리해주세요 부분 카드 취소되는 겁니까 ,결제
221679,못 받으신 제품 부분 환불 처리해드렸습니다 ,결제
221680,주문하고 몇 시간 안에 취소 신청한 건데 거부라니요 ,결제
221681,주문건 확인하여 처리하였습니다 ,결제
221682,주문하고 나서   계단 때문에 물배송이 어렵다고 연락받고 나서 왜 환불 처리나 아무 연락을 안 해주는 겁니까 ,결제
221683,오늘 빠르게 취소 처리를 했어요 ,결제
221684,추가 주문 안 한다고 취소한다고 문자도 드리고 문의도 몇 번 드렸는데 아직도 취소 안 해주 시네요 ,결제
221685,취소 처리된 건으로 확인되고 있어요 ,결제
221686,난 취소한 작 없는데 왠 취소라니요 ,결제
221687,공지에도 있듯이 저희가 좋은 제품 좋은 가격으로 행사를 계속할 수 있도록 30포미만 구매 시 주문이 취소가 되는 점 양해 부탁드려요 ,결제
221688,아니 구매 후 바로 취소하려니 판매자한테 취소해야 한다고 즉시 취소해달라고 했는데 취소 신청했더니 왜  걍 보냈나요 ,결제
221689,회수 진행하도록 하겠습니다 ,결제
221690,일요일에 결제 완료했는데 취소해야 하나요 ,결제
221691,무색소 중 알 외에는 화요일 배송 가능합니다 ,결제
221692,왜 환불이 되는 거죠 ,결제
221693,합천군은 대리점이 없는 불가지역은 출고 이후 오늘 중으로 취소 처리가 되고 있어요 ,결제
221694,취소시키고 작은 사이즈로 여러 개 다시 시키려는데 취소 안 되는 건가요 ,결제
221695,물류팀에 상품 취소 요청 드렸습니다 ,결제
221696,다음주  까지 기다리라고요 ,결제
221697,번거로우시겠지만 취소 접수해 주시면 승인 처리해드릴게요 ,결제
221698,주문했는데 급쿠폰 사라지고 결제비 번도 안 눌렀는데 결제도서 취소도 안 되고 뭡니까 ,결제
221699,네 7월 3일 하루 행사라서 쿠폰이 사라진 부분으로 확인됩니다   취소 완료된 주문건으로 확인됩니다 ,결제
221700,방금 주문했는데 취소 옵션이 없네요 ,결제
221701,취소해드렸습니다 ,결제
221702,아직 배송 전인데 그냥 취소하고 싶어요 환불 신청하면 되요 ,결제
221703,물류센터에서 포장하여 이미 이동 중이며 취소는 불가한 점 양해 부탁드려요 ,결제
221704,구매했는데 왜 취소 처리가 된 거죠 ,결제
221705,죄송하지만 현재 주문건이 조회되지 않아 처리 내용 확인이 어려우며 저희 측에서 임의 취소는 처리드리고 있지 않은 점 참고 부탁드립니다 ,결제
221706,10시 전에 배송 취소하면 된다고 해서 한 건데 왜 거절이 되나요 ,결제
221707,취소를 원하시면 해당 사이트 고객센터에서 취소 요청해주시면 취소해 드리도록 할게요 ,결제
221708,아이허브에서 구매려 다 소량 주문하는 건 여기가 더 저렴한 것 같아서 9월 2일에 주문했는데 23일로 배송 지연되었다는 거취소할까 하다가 그냥 기다렸는데 뜬금없이 품절이라는 문자 보내고 취소해달라고 하면 난 어쩌라는 거죠 ,결제
221709,해외 구매대행 제품으로 제조사 사정에 의해 품절 및 입고 지연이 발생할 수 있는 점명시되어 있습니다 ,결제
221710,상품 취소했는데 언제 확인해주시는 건가요 ,결제
221711,공지사항에 안내해드린 내용과 같이 주문 후 취소 어려운 점 양해 부탁드립니다 ,결제
221712,헐갑자기 취소 환불이 진행된다는 톡이 왜 오죠 ,결제
221713,확인해볼게요 ,결제
221714,재결제도 못하게 왜 이리 취소를 안 해주는 겁니까 취소 처리 클릭하는 게 어렵나요 ,결제
221715,네 취소 완료되었습니다 안녕히 계세요 ,결제
221716,왜 자꾸 취소가 되는 거죠 ,결제
221717,상세 페이지에 안 내드린 대로 1세트 구매 시 자동 취소됨을 안 내드려요 ,결제
221718,어제 취소 눌렀는데 취소를 펀 매자가 거부했다 하는데 이건 몬가요 ,결제
221719,취소 신청해주신 경우 확인 후 발송처리가 되지 않았지만 취소신청해주시지 않은 경우 정상적으로 발송이 되었습니다 ,결제
221720,4시에 배송송장이 없어서 취소했는데 판매자 분께서 취소 거부를 하시고 바로 배송이 됐다니요 ,결제
221721,배송 송장은 택배사에서 등록을 조회가 가능한 부분으로 이미 발주되어 상품 취소는 어려웠던 점 양해 부탁드립니다 ,결제
221722,저기요취소 승인 왜 안 해줍니까 ,결제
221723,취소되었습니다 제품이 재입고 되어 주문 가능하시며 지금 하시면 31일 출고 가능합니다 ,결제
221724,3개 주문 취소돼요 ,결제
221725,출고되기 전에 취소해주시면 가능해요 ,결제
221726,배송 중이라고 뜨는 데 판매처가 발송할 수 없다는 메시지와 취소 요청이 문자로 왔다고 합니다   어떻게 취소하는 건가요 ,결제
221727,대리점 없는 지역은 순차적 취소 처리가 되고도 있어요 ,결제
221728,찹쌀현미 10KG 을 어제 오전에 주문하였다가 5KG 만 구입하려고 어제 오후 1시경에 취소하였는데 왜 취소 처리 안 해주나요 ,결제
221729,주문은 취소했습니다 ,결제
221730,11일 발송 어려워 보여서 어제 두 시 이전에 취소하고 글 남겨서 취소 처리해준다는 답변을 받았는데 뭐죠 ,결제
221731,해당 주문건 반품 신청해주시면 확인 후 처리 진행토록 하겠습니다 ,결제
221732,지금 취소해도 되나요 ,결제
221733,취소 가능해요 ,결제
221734,몇 분 만에 취소 처리했는데 왜 안됐나요 ,결제
221735,죄송하지만 취소 및 결제 관련해서는 번거로 우시겠지만 구매해 주시는 몰고객센터로 확인 부탁드립니다 ,결제
221736,벌써 2주가 되어가는데 제가 접수한 취소 접수는 거절해 가지고 사이트 상에서는 진행 상황도 확인이 안 되고 어찌되는 건가요 ,결제
221737,누락 건 재배송 못 받으셨나요 누락 건재 발송 못 받으셨으면 답변 남겨주세요 ,결제
221738,누구 맘대로 취소죠 ,결제
221739,해당 건죄송하게 도 입고 지연    재고 부족으로 환불접수되었습니다 ,결제
221740,취소도 안 되나요 ,결제
221741,환불 처리로 진행해 드렸습니다 ,결제
221742,배송이 너무 늦어져서 그러는데 취소는 가능한가요 ,결제
221743,번거로우시겠지만 사이트 통해 반품 접수해주시면 접수건 확인 후 빠른 처리 도움 드릴게요 ,결제
221744,스팸볶음밥 때문에 자동 취소된 거라면 사전에 양해를 구하신 다음에 조치가 취해졌어야 하는 거 아닌가요 ,결제
221745,주문하신 상품은 장기결품으로 인해 부득이하게 취소 처리되었습니다   향후 정확한 배송 서비스가 될 수 있도록 노력하겠습니다 ,결제
221746,배송이 안 되서 취소 신청했는데 처리해 주신 다 더니 반품 처리를 해놓으면 어떡합니까 받은 물건이 있어야 반품 처리를 하죠 콜센터 연결도 안 되고 유부하나 때문에 게시판 글이며 전화를 몇 번이나 해야 되나요 ,결제
221747,반품 후 취소해 드렸습니다   고맙습니다 ,결제
221748,어제 밤에 결제했는데 취소 가능한가요 ,결제
221749,출고 전 상태로 주문 취소해 드렸습니다 ,결제
221750,토요일 취소 신청하고 월요일 취소 확인 처리도와준다고 하더니 만화요일까지 넘어가네요 배송 날도 못 지키고 취소 신청도 질질 뭐 하나 제대로 해주는 게 없네요 ,결제
221751,취소해드렸습니다 오늘 취소 완료되십니다 ,결제
221752,이 거취소 신청한 지 꽤 되었는데 왜 안 되나요 ,결제
